0,5.2980928553800654e-05
1,4.351116505846032e-05
2,4.351116505846032e-05
3,4.351116505846032e-05
4,4.351116505846032e-05
5,5.2980928553800654e-05
6,5.2980928553800654e-05
7,4.351116505846032e-05
8,5.2980928553800654e-05
9,4.351116505846032e-05
10,4.351116505846032e-05
11,5.2980928553800654e-05
12,4.351116505846032e-05
13,4.351116505846032e-05
14,5.2980928553800654e-05
15,4.351116505846032e-05
16,5.2980928553800654e-05
17,4.351116505846032e-05
18,4.351116505846032e-05
19,4.351116505846032e-05
20,5.2980928553800654e-05
21,4.351116505846032e-05
22,5.2980928553800654e-05
23,4.351116505846032e-05
24,5.2980928553800654e-05
25,5.2980928553800654e-05
26,5.2980928553800654e-05
27,5.2980928553800654e-05
28,4.351116505846032e-05
29,4.351116505846032e-05
30,4.351116505846032e-05
31,4.351116505846032e-05
32,5.2980928553800654e-05
33,5.2980928553800654e-05
34,4.351116505846032e-05
35,5.2980928553800654e-05
36,4.351116505846032e-05
37,4.351116505846032e-05
38,5.2980928553800654e-05
39,4.351116505846032e-05
40,4.351116505846032e-05
41,5.2980928553800654e-05
42,4.351116505846032e-05
43,5.2980928553800654e-05
44,4.351116505846032e-05
45,4.351116505846032e-05
46,4.351116505846032e-05
47,5.2980928553800654e-05
48,4.351116505846032e-05
49,5.2980928553800654e-05
50,4.351116505846032e-05
51,5.2980928553800654e-05
52,5.2980928553800654e-05
53,5.2980928553800654e-05
54,4.104872063201427e-05
55,4.104872063201427e-05
56,4.104872063201427e-05
57,4.104872063201427e-05
58,4.104872063201427e-05
59,4.104872063201427e-05
60,4.104872063201427e-05
61,4.104872063201427e-05
62,4.104872063201427e-05
63,4.104872063201427e-05
64,4.104872063201427e-05
65,4.104872063201427e-05
66,4.104872063201427e-05
67,4.104872063201427e-05
68,4.104872063201427e-05
69,4.104872063201427e-05
70,4.104872063201427e-05
71,4.104872063201427e-05
72,4.104872063201427e-05
73,4.104872063201427e-05
74,4.104872063201427e-05
75,4.104872063201427e-05
76,4.104872063201427e-05
77,4.104872063201427e-05
78,4.104872063201427e-05
79,4.104872063201427e-05
80,4.104872063201427e-05
81,4.100949470911924e-05
82,4.100949470911924e-05
83,4.100949470911924e-05
84,4.100949470911924e-05
85,4.100949470911924e-05
86,4.100949470911924e-05
87,4.100949470911924e-05
88,4.100949470911924e-05
89,4.100949470911924e-05
90,4.100949470911924e-05
91,4.100949470911924e-05
92,4.100949470911924e-05
93,4.100949470911924e-05
94,4.100949470911924e-05
95,4.100949470911924e-05
96,4.100949470911924e-05
97,4.100949470911924e-05
98,4.100949470911924e-05
99,4.100949470911924e-05
100,4.100949470911924e-05
101,4.100949470911924e-05
102,4.100949470911924e-05
103,4.100949470911924e-05
104,4.100949470911924e-05
105,4.100949470911924e-05
106,4.100949470911924e-05
107,4.100949470911924e-05
108,4.2163559776787284e-05
109,4.2163559776787284e-05
110,4.2163559776787284e-05
111,4.2163559776787284e-05
112,4.2163559776787284e-05
113,4.2163559776787284e-05
114,4.2163559776787284e-05
115,4.2163559776787284e-05
116,4.2163559776787284e-05
117,4.2163559776787284e-05
118,4.2163559776787284e-05
119,4.2163559776787284e-05
120,4.2163559776787284e-05
121,4.2163559776787284e-05
122,4.2163559776787284e-05
123,4.2163559776787284e-05
124,4.2163559776787284e-05
125,4.2163559776787284e-05
126,4.2163559776787284e-05
127,4.2163559776787284e-05
128,4.2163559776787284e-05
129,4.2163559776787284e-05
130,4.2163559776787284e-05
131,4.2163559776787284e-05
132,4.2163559776787284e-05
133,4.2163559776787284e-05
134,4.2163559776787284e-05
135,5.2980928553800654e-05
136,4.351116505846032e-05
137,4.351116505846032e-05
138,4.351116505846032e-05
139,4.351116505846032e-05
140,5.2980928553800654e-05
141,5.2980928553800654e-05
142,4.351116505846032e-05
143,5.2980928553800654e-05
144,4.351116505846032e-05
145,4.351116505846032e-05
146,5.2980928553800654e-05
147,4.351116505846032e-05
148,4.351116505846032e-05
149,5.2980928553800654e-05
150,4.351116505846032e-05
151,5.2980928553800654e-05
152,4.351116505846032e-05
153,4.351116505846032e-05
154,4.351116505846032e-05
155,5.2980928553800654e-05
156,4.351116505846032e-05
157,5.2980928553800654e-05
158,4.351116505846032e-05
159,5.2980928553800654e-05
160,5.2980928553800654e-05
161,5.2980928553800654e-05
162,4.104872063201427e-05
163,4.104872063201427e-05
164,4.104872063201427e-05
165,4.104872063201427e-05
166,4.104872063201427e-05
167,4.104872063201427e-05
168,4.104872063201427e-05
169,4.104872063201427e-05
170,4.104872063201427e-05
171,4.104872063201427e-05
172,4.104872063201427e-05
173,4.104872063201427e-05
174,4.104872063201427e-05
175,4.104872063201427e-05
176,4.104872063201427e-05
177,4.104872063201427e-05
178,4.104872063201427e-05
179,4.104872063201427e-05
180,4.104872063201427e-05
181,4.104872063201427e-05
182,4.104872063201427e-05
183,4.104872063201427e-05
184,4.104872063201427e-05
185,4.104872063201427e-05
186,4.104872063201427e-05
187,4.104872063201427e-05
188,4.104872063201427e-05
189,4.104872063201427e-05
190,4.104872063201427e-05
191,4.104872063201427e-05
192,4.104872063201427e-05
193,4.104872063201427e-05
194,4.104872063201427e-05
195,4.104872063201427e-05
196,4.104872063201427e-05
197,4.104872063201427e-05
198,4.104872063201427e-05
199,4.104872063201427e-05
200,4.104872063201427e-05
201,4.104872063201427e-05
202,4.104872063201427e-05
203,4.104872063201427e-05
204,4.104872063201427e-05
205,4.104872063201427e-05
206,4.104872063201427e-05
207,4.104872063201427e-05
208,4.104872063201427e-05
209,4.104872063201427e-05
210,4.104872063201427e-05
211,4.104872063201427e-05
212,4.104872063201427e-05
213,4.104872063201427e-05
214,4.104872063201427e-05
215,4.104872063201427e-05
216,4.104872638687494e-05
217,4.104872638687494e-05
218,4.104872638687494e-05
219,4.104872638687494e-05
220,4.104872638687494e-05
221,4.104872638687494e-05
222,4.104872638687494e-05
223,4.104872638687494e-05
224,4.104872638687494e-05
225,4.104872638687494e-05
226,4.104872638687494e-05
227,4.104872638687494e-05
228,4.104872638687494e-05
229,4.104872638687494e-05
230,4.104872638687494e-05
231,4.104872638687494e-05
232,4.104872638687494e-05
233,4.104872638687494e-05
234,4.104872638687494e-05
235,4.104872638687494e-05
236,4.104872638687494e-05
237,4.104872638687494e-05
238,4.104872638687494e-05
239,4.104872638687494e-05
240,4.104872638687494e-05
241,4.104872638687494e-05
242,4.104872638687494e-05
243,4.104852016379066e-05
244,4.104852016379066e-05
245,4.104852016379066e-05
246,4.104852016379066e-05
247,4.104852016379066e-05
248,4.104852016379066e-05
249,4.104852016379066e-05
250,4.104852016379066e-05
251,4.104852016379066e-05
252,4.104852016379066e-05
253,4.104852016379066e-05
254,4.104852016379066e-05
255,4.104852016379066e-05
256,4.104852016379066e-05
257,4.104852016379066e-05
258,4.104852016379066e-05
259,4.104852016379066e-05
260,4.104852016379066e-05
261,4.104852016379066e-05
262,4.104852016379066e-05
263,4.104852016379066e-05
264,4.104852016379066e-05
265,4.104852016379066e-05
266,4.104852016379066e-05
267,4.104852016379066e-05
268,4.104852016379066e-05
269,4.104852016379066e-05
270,4.104872063201427e-05
271,4.104872063201427e-05
272,4.104872063201427e-05
273,4.104872063201427e-05
274,4.104872063201427e-05
275,4.104872063201427e-05
276,4.104872063201427e-05
277,4.104872063201427e-05
278,4.104872063201427e-05
279,4.104872063201427e-05
280,4.104872063201427e-05
281,4.104872063201427e-05
282,4.104872063201427e-05
283,4.104872063201427e-05
284,4.104872063201427e-05
285,4.104872063201427e-05
286,4.104872063201427e-05
287,4.104872063201427e-05
288,4.104872063201427e-05
289,4.104872063201427e-05
290,4.104872063201427e-05
291,4.104872063201427e-05
292,4.104872063201427e-05
293,4.104872063201427e-05
294,4.104872063201427e-05
295,4.104872063201427e-05
296,4.104872063201427e-05
297,6.496132340201101e-05
298,4.017905312212425e-05
299,4.017905312212425e-05
300,4.017905312212425e-05
301,4.017905312212425e-05
302,6.496132340201101e-05
303,6.496132340201101e-05
304,4.017905312212425e-05
305,6.496132340201101e-05
306,4.017905312212425e-05
307,4.017905312212425e-05
308,6.496132340201101e-05
309,4.017905312212425e-05
310,4.017905312212425e-05
311,6.496132340201101e-05
312,4.017905312212425e-05
313,6.496132340201101e-05
314,4.017905312212425e-05
315,4.017905312212425e-05
316,4.017905312212425e-05
317,6.496132340201101e-05
318,4.017905312212425e-05
319,6.496132340201101e-05
320,4.017905312212425e-05
321,6.496132340201101e-05
322,6.496132340201101e-05
323,6.496132340201101e-05
324,6.496132340201101e-05
325,4.017905312212425e-05
326,4.017905312212425e-05
327,4.017905312212425e-05
328,4.017905312212425e-05
329,6.496132340201101e-05
330,6.496132340201101e-05
331,4.017905312212425e-05
332,6.496132340201101e-05
333,4.017905312212425e-05
334,4.017905312212425e-05
335,6.496132340201101e-05
336,4.017905312212425e-05
337,4.017905312212425e-05
338,6.496132340201101e-05
339,4.017905312212425e-05
340,6.496132340201101e-05
341,4.017905312212425e-05
342,4.017905312212425e-05
343,4.017905312212425e-05
